Unnamed: 0,id,category,subcategory,title,abstract,provider
26011,N100262,news,newscrime,Assistant principal accused of having sexual relationship with students pleads guilty,"A Gaston County assistant principal accused of having sex with multiple students pleaded guilty in court Monday morning. Lisa Rothwell, 34, a former assistant principal at Stuart Cramer High School, was suspended with pay after she was arrested on six felony charges earlier this month. Investigators said she had sex with a student multiple times in April and July. On Monday, Rothwell pleaded guilty to having a sexual relationship with two...",apnews
26311,N88893,lifestyle,lifestylebuzz,Photographer Crosses Paths With A Black Cat Unlike Any He's Seen Before,"Some people might think crossing paths with a black cat is a bad omen   but for wildlife photographer George Turner, his encounter with one such feline was actually a sign of really, really good fortune.",thedodo
26370,N26935,tv,tv-celebrity,"Former Deadliest Catch Star Jerod Sechrist Arrested, Charged with Heroin Possession",Deadliest Catch: Jerod Sechrist Charged with Heroin Possession,foxnews
26379,N105881,lifestyle,lifestyle-news-feature,"Walter Mercado, Celebrity Astrologer Known for Daily Horoscopes, Dies at 87: 'Truly an Icon'","Walter Mercado, Puerto Rican Astrologer, Dies at 87",cnn
26532,N50441,news,newspolitics,Former US Senator Kay Hagan dead at 66,"Former U.S. Sen. Kay Hagan, a one-time Capitol Hill intern who went on to become North Carolina's first Democratic female senator, died Monday at her Greensboro home. She was 66.",cnn
26573,N128313,news,newsus,Ohio FedEx delivery man fixes stars and stripes pillows after dropping off package,An Ohio FedEx delivery man who flipped a set of stars and stripes pillows is being hailed a patriot.,foxnews
26580,N37395,health,health-news,"Chicken recall: More than 2 million pounds recalled, may be contaminated with metal","Simmons Prepared Foods, Inc., based in Arkansas, is recalling more than 2 million pounds of its ready-to-cook chicken products, the USDA announced.",abcnews
26743,N79529,health,nutrition,"3 Foods You Should Eat at Breakfast If You Want to Lose Belly Fat, According to a Dietitian","If you're trying to lose belly fat, you're probably paying more attention to your diet, working to get more exercise, and cutting down on sugar.",healthline
26837,N7553,movies,movienews,"Robert Evans, 'Chinatown' Producer and Paramount Chief, Dies at 89","Robert Evans, the Paramount executive who produced ""Chinatown"" and ""Urban Cowboy"" and whose life became as melodramatic and jaw-dropping as any of his films, died on Saturday night. He was 89. Even though Hollywood history is filled with colorful characters, few can match the tale of Evans, whose life would seem far-fetched if it were",apnews
26895,N121168,lifestyle,lifestylebuzz,Dog 'Randomly' Drops By Family Reunion   Then People Check His Collar,"The other day, Leslie Kowash was at a family reunion in Georgia when a friendly local decided to drop in on the party, seemingly out of nowhere. It was a sweet brown pup   and a rather plump one, at that.",thedodo
27153,N91597,lifestyle,lifestylebuzz,"Heidi Klum's 2019 Halloween Costume Transformation Is Mind-Blowing   But, Like, What Is It?","You might say she's scary good at playing dress-up, because Heidi Klum's 2019 Halloween costume is even more impressive than we could have imagined   and that's saying a lot, considering transformative Halloween costumes are kind of her thing. But this year Klum took it up one more notch as she shared her metamorphosis into,",time
27166,N127806,news,newsworld,Today in History: November 7,,britannica
27331,N48804,news,newspolitics,Giuliani Is Drawing Attention to Hunter Biden's Work in Romania. But There's a Problem.,"Rudolph W. Giuliani, President Trump's personal lawyer, signaled this month that he planned to open a new front in his attacks against former Vice President Joseph R. Biden Jr.   work done by Mr. Biden's son Hunter Biden for a wealthy Romanian business executive facing corruption charges. But there's a problem with that strategy: Mr. Giuliani participated in an effort that would have helped the same executive, and was in fact...",nytimes
27435,N98238,news,newsus,"Missing Minnesota boy, 6, and his dog, found in cornfield by drone with thermal camera",A missing 6-year-old boy from Minnesota and his dog were found Wednesday after hundreds of volunteers   including one who used his own drone with a thermal camera   searched for him for hours.,foxnews
27541,N64195,finance,markets,China Wants U.S. to Drop Tariffs on $360 Billion of Imports for Trade Deal,"China is seeking the roll back of U.S. tariffs on as much as $360 billion of Chinese imports before President Xi Jinping agrees to go to the U.S. to sign a partial trade deal with President Donald Trump, according to people familiar with the matter.",industryweek
27707,N66535,sports,football_nfl,Best and worst QB performances from NFL Week 6,"The 13 games played so far in NFL Week 6 were highlighted by a couple of epic offensive showdowns, some flawless masterpieces and a few rotten eggs. We're diving into the best and worst quarterback performances from the weekend's action, starting with the man who led the Houston Texans over the Kansas City Chiefs.",sportsnaut
27888,N50614,travel,travelnews,Why Are Dressers Vanishing from Hotel Rooms?,The fastest-disappearing hotel amenity out there.,cntraveler
28677,N50694,news,newsworld,Tourist deaths in Dominican Republic were due to natural causes: FBI,FBI toxicology tests confirmed that three Americans who died in Dominican Republic died of natural causes.,abcnews
28874,N103933,news,newsworld,A father and his 6 children spent at least 9 years in a basement waiting for the world to end,"A man and his six young adult children were found in a basement below a remote farmhouse in the Netherlands, where they lived in isolation for years.",insider
28990,N69442,news,newscrime,Mom Wakes Up to Find Intruder Bathing Her Toddler,The mom reportedly fought off the intruder and called 911.,insideedition
29015,N77541,video,animals,Shark swims on its back,Tourists diving off the coast of Australia caught the rare sight of a shark swimming on its back. Some believe the behavior could be a defense mechanism.,abcnews
29064,N42525,sports,more_sports,Chiefs final injury report vs. Green Bay: Three key Packers are questionable,Could the Packers be without their starting center and safety?,arrowheadpride
29070,N108284,news,newspolitics,Gabbard hits back at 'queen of warmongers' Clinton,"Presidential candidate Rep. Tulsi Gabbard (D-Hawaii) did not hold back Friday when responding to 2016 nominee Hilary Clinton's suggestion that she is the ""favorite of the Russians"" for 2020, excoriating the former secretary of State as ""the queen of warmongers"" and ""personification of the rot that has sickened the Democratic Party.""",thehill
29102,N63858,sports,football_nfl,"NFL winners, losers: Cowboys need to rebound, Patriots keep winning","While the Dallas Cowboys need to get back on track, the New England Patriots won Sunday without even playing a game.",usatoday
29331,N51893,finance,finance-companies,Flight shaming is gaining traction and could cost airlines billions,"Consumers are paying more attention to their carbon footprint and it could cost airlines billions of dollars, Citi said in a note to clients Tuesday.",cnbc
29899,N40765,lifestyle,lifestylebuzz,"Couple Cancels Wedding, Keeps $30K as ""Donation"" for Honeymoon Instead","In a viral Facebook post, a couple announces they're canceling their wedding, but keeping the $30,000 in gifts for a honeymoon instead.",bestlifeonline
29948,N65259,music,musicnews,Korean Pop Star Sulli Dies at 25,"Korean pop star Sulli was found dead at her home near Seoul on Monday. She was 25. Her manager found her body and alerted the police. The manager reported that the star, whose real name was Choi Jin-ri, suffered from depression, and police said that they were working on the assumption that she had died",bbc
30112,N76018,sports,football_nfl,Rodgers rips Packers' road focus after blowout loss to Bolts,"CARSON, Calif. (AP)   There's a saying around the NBA about visiting teams that play terribly at Staples Center after spending the previous evening out enjoying Hollywood's innumerable pleasures for young millionaires. LA nightlife is undefeated. Aaron Rodgers wouldn't go so far as to say explicitly that the young Green Bay Packers enjoyed too much of the good life during their weekend on the coast. But the 35-year-old superstar said something...",apnews
30232,N38237,tv,tv-celebrity,Jessica Simpson: Daughter Birdie Is 'Cherry on Top' of 'Precious Family',Jessica Simpson: Daughter Birdie Is 'Cherry on Top' of 'Precious Family',people
30250,N11878,foodanddrink,foodnews,Peter Luger's says its steaks are still 'the best you can eat' after zero-star review from the New York Times,"Pete Wells wrote that his fries were ""mealy and bland"" and that the Caesar salad's croutons were ""straight out of the bag.""",insider
30381,N31723,sports,football_nfl,Disturbing 911 call leaks from attempted invasion of home of Eagles' Cox,Philadelphia Eagles defensive star Fletcher Cox was given the scare of a lifetime when his home was invaded last week.,12up
30435,N101377,travel,travelnews,"A tourist was fined for wearing a string bikini on a beach in the Philippines, but travelers get punished for the way they dress more often than you might think",A Taiwanese tourist was recently arrested and fined after wearing a bikini that was deemed to be too revealing on the Philippine island of Boracay.,cnn
31347,N92279,health,health-news,'The face of heroin': Mom shares haunting before and after pics of addiction,Jennifer Salfen-Tracy distributed images of her son in the hopes of finding him and raising awareness about addiction.,today
31430,N13674,news,newsus,Watchdog: Rates at Trump hotel nearly three times higher for Republican retreat,"Rates for rooms at President Trump's hotel in Washington, D.C., are nearly three times as high as usual on the night of a Republican Senate retreat that will be hosted at the president's property, according to a report published by watchdog group Citizens for Responsibility and Ethics in Washington (CREW) on Monday. The hotels ""premier"" and ""deluxe"" rooms, the least expensive ones offered, cost $1,345 and $1,395, respectively, for the night of...",thehill
31513,N48839,autos,autosluxury,Lamborghini's long shot mission to take its super fast cars into the electric age,Lamborghini is working with researchers at MIT on an insane-sounding technology that could change the world of high-performance cars: Supercapacitors that store energy in the actual body of the car instead of relying on batteries.,cnn
31638,N72212,autos,autosenthusiasts,This restored 1968 Winnebago is beyond adorable,For auction on Bring a Trailer: the most charming thing at any campsite,autoblog
31684,N120806,health,wellness,"How Your Hormones, Weight, or Medication Could Be Killing Your Sex Drive","Your libido can suffer for some unexpected reasons. And remember, there is no ""normal"" when it comes to sexual desire.",mayoclinic
31795,N39472,news,newsgoodnews,Farmers in Idaho rallied to harvest a neighbor's potatoes as a deep freeze threatened to ruin them,"With meteorologists predicting a hard freeze in southeast Idaho for Wednesday, farmers rushed to harvest all their potatoes before the surprise cold snap ruined them.",cnn
31997,N60850,news,newspolitics,Democratic front-runners defend their age during debate,"The three front-runners in the Democratic race for the White House defended their ages during Tuesday night's debate, with each one saying they would be able to take on the duties of the presidency.",thehill
32060,N71977,sports,basketball_nba,Former NBA first-round pick Jim Farmer arrested in sex sting operation,"Farmer, 55, was booked for trafficking a person for a commercial sex act.",yahoo
32162,N86141,weather,weathertopstories,Climate change has finally caught up to this Alaska village,"Many folks are not happy to be leaving the place they've known their whole lives. After 20 years of melting permafrost, residents of Newtok now must move.",nationalgeographic
32238,N65541,health,wellness,17 Wacky Things That Are Actually Good for Your Body,"Everyone knows that diet and exercise lead to better health. But you can do a whole lot more. For proof, just check out these surprising health hacks.",bestlifeonline
32344,N55780,tv,tv-celebrity,Ronnie Ortiz-Magro hit with 5 misdemeanors for alleged incident,"Ronnie Ortiz-Magro dodged felony charges, but was hit with five misdemeanors.",etonline
32383,N23929,sports,football_nfl,"Patriots wanted a test. Now, they need some answers",The first quarter was the worst the Patriots had played all season.,bostonglobe
32953,N68780,health,health-news,Toddler dancing to celebrate 11 months cancer-free goes viral,Kristian was celebrating his 11th month being free of leukemia.,foxnews
33143,N72571,sports,football_nfl,Former NFL lineman Justin Bannan arrested for attempted murder,"Former NFL defensive lineman Justin Bannan is sitting in a Colorado jail, on charges of suspicion of attempted first-degree murder.",usatoday
33675,N66184,news,newsus,Severe weather shifts boat stuck on Niagara Falls rocks for 101 years,A barge that has been stuck atop some rocks in Niagara Falls for more than 100 years has finally shifted as a result of severe weather.,abcnews
34028,N9740,news,newscrime,A Texas mom is going to prison after putting her son through unnecessary medical procedures,"A Dallas mother made her son go through unnecessary medical procedures throughout the first years of his life, court documents say.",cnn
34068,N123548,news,newsus,4 High School Students Killed in Texas Car Crash That Also Injured 3: 'We Grieve Together',4 High School Students Killed in Texas Car Crash,yahoo
34363,N90092,tv,tvnews,"Teen 'Jeopardy!' champ donates $10,000 to cancer research in honor of Alex Trebek","Former 2019 ""Jeopardy!"" Teen Tournament champion Avi Gupta honors host Alex Trebek with a $10,000 donation to cancer research.",cbsnews
34480,N6958,entertainment,entertainment-celebrity,The best celebrity couple Halloween costumes,"From Chrissy and John to Kim and Kanye, see the stars with the best coordinated costumes.",marieclaire
34858,N119215,lifestyle,lifestylepetsanimals,What 25 dogs were bred for,"Stacker looks at 25 dogs and what they were bred for. Some breeds are thousands of years old, while others were just recently recognized by the American Kennel Club.",stacker
34863,N57517,tv,tv-gallery,Fall TV Scheduling Hits & Misses (2019),,ew
34981,N106961,autos,autosenthusiasts,32 Most Reliable Trucks of All Time,"Pickup trucks owners want a vehicle to rely on today, tomorrow, and 10 years from now   if not 20.",blog.cheapism
35076,N108701,news,newsus,US Rep. Ilhan Omar divorces husband in Minnesota,"Rep. Ilhan Omar has officially divorced from her husband in Minnesota, just a month after she filed a petition saying there was an ""irretrievable breakdown"" in their marriage. Omar and Ahmed Hirsi had been married since January 2018 but were longtime partners. Omar says Hirsi is the father of her three children. The marriage was dissolved Tuesday after paperwork was signed by court personnel. The divorce comes months after a...",apnews
35103,N13970,sports,football_ncaa,Report: Jim Harbaugh exploring potential NFL return,"Harbaugh has turned Michigan into a highly ranked program again, but has been unable to find the breakthrough into the conference title game and beyond.",profootballtalk.nbcsports
35180,N7156,tv,tv-gallery,'Yabba Dabba Doo!' Kimye and Kids Rock Flintstone Halloween Costumes,"Fall family fun! Kim Kardashian, Kanye West and their kids went all out with elaborate Flintstone family costumes for Halloween. ""Yabba Dabba Doo!"" the Keeping Up With the Kardashians star, 39, captioned a series of photos of herself with her children North, 6, Saint, 4, Chicago, 21 months, and Psalm, 5 months. ""This family pic was such a challenge because Chicago was so scared of Dino! LOL We tried to explain and show her that it was just daddy but she didn't get the concept yet! So shout out to the photographer for editing her in & making our family Flinstones dreams come true!"" While the reality star channeled Betty Rubble in a black wig and blue dress, her son looked just like Fred Flintstone. His older sister wore a red wig and all-white as Wilma Flintstone, and his younger one was all smiles as Bamm-Bamm Rubble. Kardashian held Psalm in a tiny version of the outfit. North also dressed up for Halloween with her cousin Penelope and their friend. Kourtney Kardashian's daughter, 7, rocked a long white wig and an angel-devil costume, while North was a straight devil in red fur. As for Kim, the makeup mogul debuted an extravagant Elle Woods costume, channeling Reese Witherspoon in Legally Blonde. The Selfish author even recreated the character's iconic Harvard video essay from the 2001 movie, wearing pink and green sequined bathing suits and a pink dress, all with a blonde wig. The KKW Beauty creator has passed on her love of fashion and beauty to her daughter North. The little one loves makeup, but her dad, 42, doesn't approve. ""Her dad won't let her wear it,"" Kim told E! News in September. ""I think he had it, he changed all the rules. I'd let her wear, you know, she has a little red for Christmas, I'd let her wear a red lip, or I'd let her do one pop of something. I'd let her if she's wearing a black dress, a black lip. Kylie [Jenner] would give her all of these lip kits, so I kind of got in trouble for that. So, it's now no more makeup."" The Los Angeles native opened up about their disagreement further the following month, telling the outlet: ""North is trying to get in on the makeup, but she's being blocked heavily because her dad has stopped all makeup for her until she is a teenager. It's a big discussion, a big fight in the household right now but it is what's best. I think as a parent you just learn and figure it out as you go and we realized we didn't really want her to wear makeup at a young age but she sees her mom putting on lipstick and lip gloss.""",people
35241,N109183,news,newsworld,Egypt uncovers 'huge cache' of ancient sealed coffins,"Archaeologists have discovered more than 20 wooden coffins at a necropolis in Luxor, according to Egypt's Ministry of Antiquities.",cnn
35261,N82746,news,newspolitics,"Biden on being denied communion: 'I'm a practicing Catholic, I practice my faith'","Former Vice President and 2020 presidential candidate Joe Biden refused to confirm reports that he was denied communion at a South Carolina church on Sunday because of his stance on abortion, referring to the incident as his ""personal life.""",foxnews
35784,N28461,autos,autossema,First Look! SEMA 2019 Move-In Gallery Inside the Las Vegas Convention Center,This is your first look at SEMA 2019 inside the Las Vegas Convention Center before the show begins.,motortrend
35854,N120305,video,animals,"After achieving online fame, a fat cat named 'Cinder-Block' is on a mission to lose weight",An obese gray cat achieved online fame after refusing to workout. Her vet says she's one of about 60 percent of U.S. cats that are overweight and obese.,youtube
36034,N24968,news,newsworld,"Al-Baghdadi informant was inside compound at time of raid, Kurdish general tells Fox News","The U.S. raid that killed Islamic State leader Abu Bakr al-Baghdadi was months in the making and involved significant intelligence from Kurdish allies in Syria   including a rare informant at the heart of ISIS who was inside the compound at the time of the raid, Fox News has learned.",foxnews
36618,N24446,news,newsus,Kentucky man dies trying to save sons from Florida rip current during family trip,"Stephone Ritchie Sr. was on a family vacation in Florida when he died. ""He got caught in the waves,"" after ushering sons out of water, a cousin said.",foxnews
36927,N97405,news,newspolitics,"Sondland Updates Impeachment Testimony, Describing Ukraine Quid Pro Quo","A critical witness in the impeachment inquiry offered Congress substantial new testimony this week, revealing that he told a top Ukrainian official that the country likely would not receive American military aid unless it publicly committed to investigations President Trump wanted. The disclosure from Gordon D. Sondland, the United States ambassador to the European Union, in four new pages of sworn testimony released on Tuesday,...",nytimes
36969,N94407,news,newsus,She Fought for Muslim Women. Then She Was Found Dead.,"Ola Salem was, by all accounts, fearless. As a teenager, she stood up to the managers of an amusement park after she was not allowed on rides because she was wearing a head scarf.",nytimes
37035,N89872,tv,tv-celebrity,"Chrissy Teigen Predicts The Office's Jim and Pam Are Divorced Now, Sends Twitter into a Tailspin",Chrissy Teigen Predicts The Office's Jim and Pam Are Divorced,people
37057,N119710,sports,football_nfl,Danica Patrick shared a sweet message congratulating Aaron Rodgers on perfect game,"Like just about everyone else, Danica was pretty impressed by Aaron Rodgers' Week 7 performance.",usatoday
37219,N78993,news,newspolitics,Joe Biden or Elizabeth Warren? New Polls Differ on Who's Leading 2020 Race,"Just over three months before Iowans caucus for Democratic presidential candidates, four polls out this week present a muddled picture of a primary race that is unfolding in varying, and sometimes conflicting, ways nationally and in early-voting states. A pair of new national polls present starkly different results. A CNN survey released Wednesday had former Vice President Joseph R. Biden Jr. with a commanding lead of 15 percentage points ahead...",nytimes
37314,N130011,news,newsscienceandtechnology,NASA's Christina Koch got a little bit messy during first all-female spacewalk,"There's really nothing easy about being a NASA astronaut on the International Space Station, and the same goes for spacewalking outside of the orbiting laboratory. It's hard work, and when spacewalks stretch on for hours and hours, you have to be in excellent physical condition to make it through.",bgr
37340,N41625,news,newspolitics,Democrats take stage at South Carolina criminal justice reform forum,Democrats take stage at South Carolina criminal justice reform forum,insider
37450,N89377,news,newspolitics,"Trump Attends Ivanka and Jared Kushner's Wedding Anniversary Dinner at Camp David, Says He Will Pay for the Event","The president tweeted Saturday: ""Camp David is a special place. Cost of the event will be totally paid for by me!""",newsweek
38013,N81509,sports,football_nfl,Ranking the 16 running backs drafted in the first round this decade,"Saquon Barkley, Ezekiel Elliott, Christian McCaffrey are three of the 16 RBs drafted in the first round this decade.",usatoday
38082,N121794,finance,finance-companies,Jeff Bezos: This is the 'smartest thing we ever did' at Amazon,"Jeff Bezos has a nontraditional management style at Amazon. And according to Bezos, Amazon's twist on meeting structure is the ""smartest thing we ever did.""",cnbc
38172,N117401,entertainment,entertainment-celebrity,"Keanu Reeves holds hands with Alexandra Grant as the Internet swoons, plus more news","The Internet is even more in love with Keanu Reeves after Alexandra Grant PDA. Plus, more celebrity news for Nov. 5, 2019.",insider
38176,N68185,autos,autosenthusiasts,Five Years of Change: It's a Wild Time in the Automotive Industry,,motortrend
38269,N112642,foodanddrink,tipsandtricks,How To Open a Can Without a Can Opener,All it takes is a metal spoon and some elbow grease.,wikihow
38582,N89694,sports,more_sports,Mikaela Shiffrin stunned by New Zealand 17-year-old in World Cup opener,"Alice Robinson beat Mikaela Shiffrin, becoming the youngest World Cup winner in nearly seven years.",olympics.nbcsports
38694,N14240,music,musicnews,"Bob Kingsley, Country Radio Legend, Dead at 80","Country radio legend Bob Kingley, the longtime host of the nationally syndicated program Bob Kingsley's Country Top 40, died early Thursday in Weatherford, Texas, following a lengthy battle with bladder cancer. He was 80 years old. A member of the Country Radio Broadcasters Hall of Fame, inducted in 1998, he later became only the format's fifth representative in the National Radio Hall of Fame in 2016. Kingsley was 18 and serving in the Air...",rollingstone
38801,N94196,news,newsworld,Outrage in Spain over verdict in gang sex attack on teen,Women's groups and legal experts demanded Friday that Spain's laws be changed after five men accused of gang-raping an unconscious 14-year-old girl were convicted on a lesser charge of sexual abuse.,cbc.ca
38993,N73228,news,newsus,Man who advocated caning for adultery gets caned for adultery,"An Indonesian man has been publicly flogged for adultery, under a draconian law he helped create.",cnn
39166,N75436,sports,racing,'A passionate guy': Ex-NASCAR team owner found dead in Ohio River near Louisville,"Lonnie Troxell, of a racing team from 2000-2005 that competed in the NASCAR Craftsman Truck Series, was found floating in the Ohio River Tuesday.",usatoday
39306,N110572,finance,markets,"As Warren Gains in Race, Wall Street Sounds the Alarm","Warren's rise in the Democratic primary polls is rattling bankers, investors and their affluent clients, who see in the Massachusetts senator a formidable opponent who could damage not only their industry but their way of life.",nytimes
39799,N79909,news,newsus,"Cornell student, 18, found dead in gorge after frat party, reports say","A top Ivy League student was found dead Saturday afternoon in a New York gorge after he left a fraternity party and disappeared Thursday night, according to reports.",nbcnews
40211,N96713,news,newsus,Family of toddler who fell from cruise ship 'utterly crushed' after grandfather charged,"The charge of negligent homicide was ""like pouring salt on an open wound"" for the girl's parents, the family's lawyer told NBC News.",nbcnews
40396,N88300,news,newsus,Supreme Court tosses challenge to Republican-drawn Michigan electoral maps,Supreme Court tosses challenge to Republican-drawn Michigan electoral maps,reuters
40431,N46623,sports,more_sports,Chiefs Thursday injury report vs. Packers: Patrick Mahomes limited again,"Mahomes will receive an official designation on Friday. For now, we know he is still considered a ""limited participant.""",espn
40933,N81364,lifestyle,lifestyleroyals,Meghan Markle's estranged brother says 'she is only in Buckingham Palace with Harry because of her dad' after he 'paid for her education and fancy clothes',"Earlier this year, Thomas Markle Sr. leaked a private letter Meghan sent to him to the Mail on Sunday.",insider
41024,N100670,finance,personalfinance,Why President Trump's kids are probably celebrating his move to Florida,The No. 1 reason billionaires decide to move.,marketwatch
41232,N88935,autos,autosenthusiasts,The Most Popular Car the Year You Were Born,"Take a stroll down memory lane, past the Studebakers, Skylines, Supras, and Saturns, on this fun automotive nostalgia trip. Here is the most popular car the year you were born.",popularmechanics
41387,N23688,entertainment,news,"Ellen DeGeneres, Sandra Bullock go after 'celebrity endorsement theft industry' in lawsuit",Ellen DeGeneres and Sandra Bullock are teaming up against fake endorsement ads in a new lawsuit filed Wednesday.,usatoday
41603,N28892,travel,travelnews,Military training plane goes off runway at Newport News/Williamsburg International Airport,"A Contract Military Aircraft crashed at the Newport News/Williamsburg International Airport on Monday. An official with the airport said around 9:35 a.m. the jet was trying to land on runway 7-25. However, it slightly left the runway before coming to a stop just off the runway surface near the end of 7-25. Kevin Knapp with the airport said the plane is used by the military for training. The aircraft, an MK 58 Hawker-Hunter, is operated by...",aopa
41646,N77440,sports,football_nfl,NFL bust Ryan Leaf explained why he's worried about Baker Mayfield,Time to worry about Baker Mayfield?,usatoday
41663,N99636,video,popculture,'Wheel of Fortune' fans can't believe all three contestants missed puzzle,"It was apparently a tough night for the Wheel of Fortune contestants Tuesday. All three contestants struggled to solve a puzzle, which seemed fairly simple. The final puzzle in regulation game play was a phrase, which quickly became ""TH_ Q_ _STION R_ _ _INS."" The first contestant guessed ""the question rounds"" and ""the question raising."" The second contestant added an ""M"" and then guessed ""the question reminds."" And finally the third contestant bought an ""E"" resulting in the puzzle ""THE Q_ ESTION RE_ _INS."" He didn't even try to guess before the buzzer sounded. Host Pat Sajak was shocked all three contestants could not solve the puzzle. And fans at home took to Twitter to voice their opinions on the matter. The puzzle came full circle and the first contestant got another crack at it. This time she guessed correctly, causing Sajak to exclaim, ""Good job. I never thought it would get back to you!""",yahoo
41718,N80126,news,newscrime,"Four flight attendants were arrested in Miami's airport after bringing in thousands in cash, police say","Four American Airlines flight attendants were arrested at the Miami International Airport and charged with money laundering after bringing large amounts of cash into the country, police said.",cnn
42243,N2110,lifestyle,shop-holidays,66 Cool Tech Gifts Anyone Would Be Thrilled to Receive,"Let's face it: everyone wants the newest, coolest tech gadget on the market, and we don't blame 'em.",rd
42365,N48926,foodanddrink,foodnews,"For the first time ever, a US cheese is named best in the world","Forget the American love affair with Cheez Whiz, blocks of Velveeta and pasteurized processed cheese food slices. An organic blue cheese from Oregon has been named the world's top cheese.",cnn
42575,N61321,video,viral,Video captures terrifying moment woman slips at Grand Canyon,Emily Koford was visiting the national park with her mom when a step backward left her clinging to the rocks.,abcnews
42806,N127225,lifestyle,lifestyleroyals,Here's Why Harry and Meghan's Latest Interview Could Be the Final Straw for the Royal Family,"In Prince Harry and Meghan Markle's ITV interview on Oct. 20, they said they're unhappy living in a fishbowl. An insider reveals the palace's response.",bbc
42840,N113417,news,causes-environment,"The size of a bus, rare and endangered whale shark spotted off Florida coast","Bigger than Jaws, but not nearly as dangerous, the largest fish in the sea, a whale shark, was spotted off the Florida coast.",phys
42971,N20192,news,newscrime,"Man who confessed to killing infant son then recanted is on trial, accused of capital murder","A Bexar County jury is expected to begin hearing testimony Tuesday in a capital murder case involving a father who confessed to killing his infant son in 2016. Arjunkumar Dipak Rana was 19 when he was arrested and charged with killing 2-month-old Alexander Rana on March 24, 2016. Police went to the home on a call for an unresponsive baby.",expressnews
43265,N45331,tv,tv-celebrity,"Jane Fonda, Rosanna Arquette, Catherine Keener arrested at climate change protest: 'Women bear the brunt'","Jane Fonda was at the forefront of another climate strike as she hosted a fourth ""Fire Drill Friday"" outside of the Capitol Building before getting arrested for the fourth consecutive week. The 81-year-old actress was joined by fellow actors Rosanna Arquette and Catherine Keener to specifically address the burden that women carry when it comes to climate change and their role in fighting for the Green New Deal.",cbsnews
43350,N15206,sports,football_ncaa,Nick Saban on Donald Trump attending Alabama-LSU: It's an honor he's interested enough to come,,yahoo
43529,N83062,news,newscrime,Missing college student's parents meet with mother of Natalee Holloway,"Investigators did not call the man a suspect, but said they wanted to identify him and speak with him in connection to Aniah Blanchard's disappearance.",abcnews
43915,N51279,video,popculture,A controversial comedian and a former child star are eliminated on 'Masked Singer',"After some dumb thing called the World Series tragically preempted The Masked Singer for two friggin' weeks in a friggin' row   prompting Twitter outrage and ruining everyone's Halloween-week fun (for Masked Singer fans, apparently there is crying in baseball)   this Wednesday, Fox finally got back to focusing on America's real favorite pastime: watching C- and D-list mystery celebrities dress up in Halloween-inspo costumes and belt out Lizzo and OneRepublic hits. And it was a double-header, to use some baseball terminology, because Fox made up for lost time by airing two episodes back-to-back. Of course, double the fun meant double the eliminations, so this week we had to bid farewell to two furry friends: the Penguin, aka comedian Sherri Shepherd, and the Black Widow, aka former child star Raven-Symone. Jenny McCarthy had guessed that pretty much every female contestant since Season1 was Shepherd, so she was destined to be correct eventually. As for the Black Widow, I got that one right. I knew that eight-legged diva was so Raven from the very beginning. Anyway, while I have missed The Masked Singer like a Rottweiler misses his bone, a flower misses the sun, or a black widow misses her web, on the plus side, the past two weeks have given me some time off to reflect, furiously pore over various Google search queries and Wikipedia pages, and change my uneducated guesses since the last time many of these kooky cosplay characters rocked the mic. I now return to the show refreshed, renewed, and ready to keep my semi-winning streak going.",yahoo
43918,N86153,sports,basketball_nba,Harden-Westbrook argument goes viral,A clip of the Rockets stars appearing to exchange words during Thursday's game against the Bucks quickly started making the rounds online.,sportingnews
43988,N108801,movies,movies-celebrity,Lupita Nyong'o Reprises Her 'Us' Character Red to Terrify Fans at Halloween Horror Nights,The actress donned her iconic red jumpsuit to freak people out at Halloween Horror Nights at Universal Studios Orlando.,etonline
44074,N807,sports,football_nfl,Gronkowski suggests that he'll unretire if NFL legalizes CBD,"As the clock continues to tick toward the deadline for a 2019 return from tight end Rob Gronkowski, Gronk has hinted that he'll return in 2020   if the NFL makes one specific change to its rules. Via Stefan Geller of the Boston Herald, Gronkowski called on the NFL to permit players to use CBD, [more]",sportingnews
44079,N71728,travel,travelnews,Bag Explodes While Being Loaded On Volaris Flight At Midway Airport,A bag being loaded onto an airplane at Midway Aiport exploded on Monday and the Chicago bomb unit has responded.,cbsnews
44354,N73222,news,newspolitics,Trump denies knowing lobbyist who boasted of inside access to administration,"President Trump on Monday denied knowing a prominent Washington, D.C., lobbyist who has claimed to have inside access to the Trump administration.",thehill
44509,N58843,news,newsus,DeVos held in contempt for violating judge's order on student loans,"A federal judge on Thursday held Education Secretary Betsy DeVos in contempt of court and imposed a $100,000 fine for violating an order to stop collecting on the student loans owed by students of a defunct for-profit college.",cbsnews
44643,N72976,finance,markets,The world's largest nuclear power producer is melting down,"On the shores of the English channel in Normandy, engineers are struggling to fix eight faulty welds at a plant that's supposed to showcase France's savoir faire in nuclear power.",bnnbloomberg.ca
44662,N53650,lifestyle,lifestyleroyals,"Meghan Markle, Prince Harry, Kate Middleton and Prince William Are Set to Reunite This Week!","Meghan Markle, Prince Harry, Kate, William Reunite for Remembrance Week",elle
